id,name,dob,contract_until,position,jersey_number,market_value,nationality,team_id
829,"Nicolò Barella
N. Barella",1997-02-07,2017-06-30,Central Midfield,18.0,"200,000 €",Italy,32
830,"Mattia Muroni
M. Muroni",1996-04-06,,Central Midfield,29.0,"50,000 €",Italy,32
831,"Andrea Cossu
A. Cossu",1980-05-03,,Attacking Midfield,7.0,"900,000 €",Italy,32
832,"Paul-José Mpoku
P. Mpoku",1992-04-19,,Left Wing,40.0,"5,000,000 €",Congo DR,32
833,"Diego Farias
D. Farias",1990-05-10,,Right Wing,17.0,"700,000 €",Brazil,32
834,"Caio Rangel
Caio Rangel",1996-01-16,,Right Wing,13.0,,Brazil,32
835,"Víctor Ibarbo
V. Ibarbo",1990-05-19,2017-06-30,Secondary Striker,NaN,"7,000,000 €",Colombia,32
836,"Marco Sau
Marco Sau",1987-11-03,,Centre Forward,25.0,"8,000,000 €",Italy,32
837,"Duje Cop
Duje Cop",1990-02-01,2016-06-30,Centre Forward,90.0,"3,000,000 €",Croatia,32
838,"Samuele Longo
S. Longo",1992-01-12,2016-06-30,Centre Forward,9.0,"2,000,000 €",Italy,32
839,"Alessandro Capello
A. Capello",1995-12-12,2018-06-30,Centre Forward,NaN,"800,000 €",Italy,32
840,"Godfred Donsah
G. Donsah",1996-06-07,2020-06-30,Central Midfield,17.0,"6,000,000 €",Ghana,33
841,"Antonio Mirante
A. Mirante",1983-07-08,2019-06-30,Keeper,83.0,"2,800,000 €",Italy,33
842,"Alfred Gomis
A. Gomis",1993-09-05,2017-06-30,Keeper,23.0,"2,200,000 €",Italy,33
843,"Angelo da Costa
A. da Costa",1983-11-12,2018-06-30,Keeper,1.0,"500,000 €",Brazil,33
844,"Mouhamadou Sarr
M. Sarr",1997-01-05,2020-06-30,Keeper,97.0,"75,000 €",Senegal,33
845,"Marios Oikonomou
M. Oikonomou",1992-10-06,2020-06-30,Centre Back,2.0,"2,500,000 €",Greece,33
846,"Filip Helander
F. Helander",1993-04-22,2017-06-30,Centre Back,18.0,"1,400,000 €",Sweden,33
847,"Daniele Gastaldello
D. Gastaldello",1983-06-25,2018-06-30,Centre Back,28.0,"1,000,000 €",Italy,33
848,"Domenico Maietta
D. Maietta",1982-08-03,2017-06-30,Centre Back,20.0,"400,000 €",Italy,33
849,"Adam Masina
A. Masina",1994-01-02,2019-06-30,Left-Back,25.0,"4,000,000 €",Italy,33
850,"Archimede Morleo
A. Morleo",1983-09-26,2017-06-30,Left-Back,3.0,"400,000 €",Italy,33
851,"Ibrahima Mbaye
I. Mbaye",1994-11-19,2019-06-30,Right-Back,15.0,"3,400,000 €",Senegal,33
852,"Vasilis Torosidis
V. Torosidis",1985-06-10,2018-06-30,Right-Back,35.0,"2,000,000 €",Greece,33
853,"Alex Ferrari
A. Ferrari",1994-07-01,2017-06-30,Right-Back,24.0,"1,000,000 €",Italy,33
854,"Emil Krafth
E. Krafth",1994-08-02,2020-06-30,Right-Back,4.0,"700,000 €",Sweden,33
855,"Federico Viviani
F. Viviani",1992-03-24,2017-06-30,Defensive Midfield,6.0,"3,800,000 €",Italy,33
856,"Ádám Nagy
Á. Nagy",1995-06-17,2021-06-30,Defensive Midfield,16.0,"1,500,000 €",Hungary,33
857,"Saphir Taider
S. Taider",1992-02-29,2017-06-30,Central Midfield,8.0,"5,000,000 €",Algeria,33
858,"Luca Rizzo
L. Rizzo",1992-04-24,2019-06-30,Central Midfield,22.0,"3,500,000 €",Italy,33
859,"Blerim Dzemaili
B. Dzemaili",1986-04-12,2017-06-30,Central Midfield,31.0,"3,500,000 €",Switzerland,33
860,"Erick Pulgar
E. Pulgar",1994-01-15,2019-06-30,Central Midfield,5.0,"1,800,000 €",Chile,33
861,"Simone Verdi
S. Verdi",1992-07-12,2020-06-30,Attacking Midfield,9.0,"1,500,000 €",Italy,33
862,"Anthony Mounier
A. Mounier",1987-09-27,2018-06-30,Left Wing,7.0,"4,000,000 €",France,33
863,"Ladislav Krejcí
L. Krejcí",1992-07-05,2020-06-30,Left Wing,11.0,"4,000,000 €",Czech Republic,33
864,"Federico Di Francesco
F. Di Francesco",1994-06-14,2021-06-30,Right Wing,14.0,"1,000,000 €",Italy,33
865,"Mattia Destro
M. Destro",1991-03-20,2020-06-30,Centre Forward,10.0,"11,000,000 €",Italy,33
866,"Umar Sadiq
U. Sadiq",1997-02-02,2017-06-30,Centre Forward,19.0,"2,500,000 €",Nigeria,33
867,"Sergio Floccari
S. Floccari",1981-11-12,2017-06-30,Centre Forward,26.0,"500,000 €",Italy,33
868,"Robert Acquafresca
R. Acquafresca",1987-09-11,2017-06-30,Centre Forward,99.0,"500,000 €",Italy,33
869,"Lorenzo Crisetig
L. Crisetig",1993-01-20,2017-06-30,Defensive Midfield,8.0,"3,300,000 €",Italy,34
870,"Alex Cordaz
A. Cordaz",1983-01-01,2018-06-30,Keeper,1.0,"400,000 €",Italy,34
871,"Valentin Cojocaru
V. Cojocaru",1995-10-01,2017-06-30,Keeper,95.0,"400,000 €",Romania,34
872,"Aniello Viscovo
A. Viscovo",1999-06-21,,Keeper,33.0,"175,000 €",Italy,34
873,"Marco Festa
M. Festa",1992-06-06,2018-06-30,Keeper,5.0,"150,000 €",Italy,34
874,"Noë Dussenne
N. Dussenne",1992-04-07,2019-06-30,Centre Back,23.0,"1,500,000 €",Belgium,34
875,"Gianmarco Ferrari
G. Ferrari",1992-05-15,2017-06-30,Centre Back,13.0,"1,000,000 €",Italy,34
876,"Federico Ceccherini
F. Ceccherini",1992-05-11,2019-06-30,Centre Back,17.0,"700,000 €",Italy,34
877,"Claiton
Claiton",1984-09-07,2017-06-30,Centre Back,3.0,"500,000 €",Brazil,34
878,"Giuseppe Cuomo
G. Cuomo",1998-02-02,,Centre Back,21.0,"175,000 €",Italy,34
879,"Djamel Mesbah
D. Mesbah",1984-10-09,2017-06-30,Left-Back,15.0,"400,000 €",Algeria,34
880,"Mario Sampirisi
M. Sampirisi",1992-10-31,2019-06-30,Right-Back,31.0,"900,000 €",Italy,34
881,"Aleandro Rosi
A. Rosi",1987-05-17,2017-06-30,Right-Back,22.0,"800,000 €",Italy,34
882,"Marcus Rohdén
M. Rohdén",1991-05-11,2019-06-30,Defensive Midfield,6.0,"1,250,000 €",Sweden,34
883,"Leonardo Capezzi
L. Capezzi",1995-03-29,2017-06-30,Central Midfield,28.0,"1,300,000 €",Italy,34
884,"Andrea Barberis
A. Barberis",1993-12-11,2018-06-30,Central Midfield,18.0,"500,000 €",Italy,34
885,"Aniello Salzano
A. Salzano",1991-07-20,2017-06-30,Central Midfield,20.0,"400,000 €",Italy,34
886,"Nicolò Fazzi
N. Fazzi",1995-03-02,2017-06-30,Central Midfield,77.0,"400,000 €",Italy,34
887,"Eddy Gnahoré
E. Gnahoré",1993-11-14,2017-06-30,Central Midfield,14.0,"300,000 €",France,34
888,"Bruno Martella
B. Martella",1992-08-14,2019-06-30,Left Midfield,87.0,"1,000,000 €",Italy,34
889,"Manuel Nicoletti
M. Nicoletti",1998-12-09,2017-06-30,Left Midfield,98.0,"200,000 €",Italy,34
890,"Adrian Stoian
A. Stoian",1991-02-11,2018-06-30,Left Wing,12.0,"900,000 €",Romania,34
891,"Aleksandar Tonev
A. Tonev",1990-02-03,2019-06-30,Left Wing,24.0,"800,000 €",Bulgaria,34
892,"Raffaele Palladino
R. Palladino",1984-04-17,2018-06-30,Left Wing,7.0,"300,000 €",Italy,34
893,"Pietro De Giorgio
P. De Giorgio",1983-02-16,2017-06-30,Left Wing,10.0,"100,000 €",Italy,34
894,"Andrea Nalini
A. Nalini",1990-06-20,2019-06-30,Right Wing,9.0,"250,000 €",Italy,34
895,"Marcello Trotta
M. Trotta",1992-09-29,2017-06-30,Centre Forward,29.0,"2,000,000 €",Italy,34
896,"Diego Falcinelli
D. Falcinelli",1991-06-26,2017-06-30,Centre Forward,11.0,"1,100,000 €",Italy,34
897,"Simy
Simy",1992-05-07,2019-06-30,Centre Forward,99.0,"1,000,000 €",Nigeria,34
898,"Josip Posavec
J. Posavec",1996-03-10,2020-06-30,Keeper,1.0,"500,000 €",Croatia,35
899,"Leonardo Marson
L. Marson",1998-01-05,2018-06-30,Keeper,55.0,"100,000 €",Italy,35
900,"Andrea Fulignati
A. Fulignati",1994-10-31,2018-06-30,Keeper,68.0,"100,000 €",Italy,35
901,"Giancarlo González
G. González",1988-02-08,2018-06-30,Centre Back,12.0,"3,400,000 €",Costa Rica,35
902,"Edoardo Goldaniga
E. Goldaniga",1993-11-02,2019-06-30,Centre Back,6.0,"2,500,000 €",Italy,35
903,"Slobodan Rajkovic
S. Rajkovic",1989-02-03,2020-06-30,Centre Back,5.0,"1,500,000 €",Serbia,35
904,"Thiago Cionek
T. Cionek",1986-04-21,2018-06-30,Centre Back,15.0,"900,000 €",Poland,35
905,"Sinisa Andelkovic
S. Andelkovic",1986-02-13,2017-06-30,Centre Back,4.0,"700,000 €",Slovenia,35
906,"Roberto Vitiello
R. Vitiello",1983-05-08,2017-06-30,Centre Back,2.0,"300,000 €",Italy,35
907,"Andrea Punzi
A. Punzi",1997-03-02,,Centre Back,56.0,"50,000 €",Italy,35
908,"Haitam Aleesami
H. Aleesami",1991-07-31,2019-06-30,Left-Back,19.0,"1,000,000 €",Norway,35
909,"Giuseppe Pezzella
G. Pezzella",1997-11-29,2018-06-30,Left-Back,97.0,"500,000 €",Italy,35
910,"Simone Giuliano
S. Giuliano",1997-04-28,2018-06-30,Left-Back,70.0,"150,000 €",Italy,35
911,"Michel Morganella
M. Morganella",1989-05-17,2018-06-30,Right-Back,89.0,"1,000,000 €",Switzerland,35
912,"Andrea Rispoli
A. Rispoli",1988-09-29,2019-06-30,Right-Back,3.0,"800,000 €",Italy,35
913,"Bruno Henrique
Bruno Henrique",1989-10-21,2020-06-30,Defensive Midfield,25.0,"3,000,000 €",Brazil,35
914,"Mato Jajalo
M. Jajalo",1988-05-25,2019-06-30,Defensive Midfield,28.0,"1,300,000 €",Bosnia-Herzegovina,35
915,"Alessandro Gazzi
A. Gazzi",1983-01-28,2018-06-30,Defensive Midfield,14.0,"700,000 €",Italy,35
916,"Oscar Hiljemark
O. Hiljemark",1992-06-28,2019-06-30,Central Midfield,10.0,"4,000,000 €",Sweden,35
917,"Ivaylo Chochev
I. Chochev",1993-02-18,2020-06-30,Central Midfield,18.0,"2,000,000 €",Bulgaria,35
918,"Ouasim Bouy
O. Bouy",1993-06-11,2017-06-30,Central Midfield,24.0,"1,000,000 €",Morocco,35
919,"Robin Quaison
R. Quaison",1993-10-09,2017-06-30,Attacking Midfield,21.0,"2,200,000 €",Sweden,35
920,"Carlos Embalo
C. Embalo",1994-11-25,2020-06-30,Left Wing,11.0,"2,000,000 €",Guinea-Bissau,35
921,"Aleksandar Trajkovski
A. Trajkovski",1992-09-05,2020-06-30,Left Wing,8.0,"1,000,000 €",Macedonia,35
922,"Accursio Bentivegna
A. Bentivegna",1996-06-21,2019-06-30,Right Wing,27.0,"800,000 €",Italy,35
923,"Alessandro Diamanti
A. Diamanti",1983-05-02,2018-06-30,Secondary Striker,23.0,"1,000,000 €",Italy,35
924,"Roland Sallai
R. Sallai",1997-05-22,2017-06-30,Secondary Striker,20.0,"450,000 €",Hungary,35
925,"Simone Lo Faso
S. Lo Faso",1998-02-18,2021-06-30,Secondary Striker,98.0,"225,000 €",Italy,35
926,"Ilija Nestorovski
I. Nestorovski",1990-03-12,2019-06-30,Centre Forward,30.0,"1,500,000 €",Macedonia,35
927,"Norbert Balogh
N. Balogh",1996-02-21,2020-06-30,Centre Forward,22.0,"1,400,000 €",Hungary,35
928,"Andrea Consigli
A. Consigli",1987-01-27,2018-06-30,Keeper,47.0,"8,000,000 €",Italy,36
929,"Gianluca Pegolo
G. Pegolo",1981-03-25,2017-06-30,Keeper,79.0,"500,000 €",Italy,36
930,"Alberto Pomini
A. Pomini",1981-03-17,2017-06-30,Keeper,1.0,"100,000 €",Italy,36
931,"Francesco Acerbi
F. Acerbi",1988-02-10,2018-06-30,Centre Back,15.0,"8,500,000 €",Italy,36
932,"Timo Letschert
T. Letschert",1993-05-25,2021-06-30,Centre Back,55.0,"3,000,000 €",Netherlands,36
933,"Luca Antei
L. Antei",1992-04-19,2018-06-30,Centre Back,5.0,"1,400,000 €",Italy,36
934,"Emanuele Terranova
E. Terranova",1987-04-14,2017-06-30,Centre Back,26.0,"800,000 €",Italy,36
935,"Paolo Cannavaro
P. Cannavaro",1981-06-26,2017-06-30,Centre Back,28.0,"600,000 €",Italy,36
936,"Federico Peluso
F. Peluso",1984-01-20,2017-06-30,Left-Back,13.0,"1,500,000 €",Italy,36
937,"Cristian Dell'Orco
C. Dell'Orco",1994-02-10,2020-06-30,Left-Back,39.0,"700,000 €",Italy,36
938,"Pol Lirola
P. Lirola",1997-08-13,2018-06-30,Right-Back,20.0,"500,000 €",Spain,36
939,"Marcello Gazzola
M. Gazzola",1985-04-03,2017-06-30,Right-Back,23.0,"400,000 €",Italy,36
940,"Stefano Sensi
S. Sensi",1995-08-05,2020-06-30,Defensive Midfield,12.0,"4,000,000 €",Italy,36
941,"Francesco Magnanelli
F. Magnanelli",1984-11-12,2017-06-30,Defensive Midfield,4.0,"3,000,000 €",Italy,36
942,"Luca Mazzitelli
L. Mazzitelli",1995-11-15,2018-06-30,Defensive Midfield,22.0,"2,000,000 €",Italy,36
943,"Alfred Duncan
A. Duncan",1993-03-10,2020-06-30,Central Midfield,32.0,"8,000,000 €",Ghana,36
944,"Simone Missiroli
S. Missiroli",1986-05-23,2020-06-30,Central Midfield,7.0,"6,000,000 €",Italy,36
945,"Lorenzo Pellegrini
L. Pellegrini",1996-06-19,2020-06-30,Central Midfield,6.0,"2,500,000 €",Italy,36
946,"Davide Biondini
D. Biondini",1983-01-24,2017-06-30,Central Midfield,8.0,"500,000 €",Italy,36
947,"Matteo Politano
M. Politano",1993-08-03,2021-06-30,Left Wing,16.0,"3,500,000 €",Italy,36
948,"Domenico Berardi
D. Berardi",1994-08-01,2019-06-30,Right Wing,25.0,"20,000,000 €",Italy,36
949,"Federico Ricci
F. Ricci",1994-05-27,2017-06-30,Right Wing,27.0,"3,800,000 €",Italy,36
950,"Antonino Ragusa
A. Ragusa",1990-03-27,2020-06-30,Right Wing,90.0,"1,500,000 €",Italy,36
951,"Grégoire Defrel
G. Defrel",1991-06-17,2020-06-30,Centre Forward,11.0,"6,000,000 €",France,36
952,"Alessandro Matri
A. Matri",1984-08-19,2018-06-30,Centre Forward,10.0,"2,000,000 €",Italy,36
953,"Pietro Iemmello
P. Iemmello",1992-03-06,2021-06-30,Centre Forward,9.0,"650,000 €",Italy,36
954,"Vincenzo Fiorillo
V. Fiorillo",1990-01-13,2019-06-30,Keeper,1.0,"700,000 €",Italy,37
955,"Mirko Pigliacelli
M. Pigliacelli",1993-06-30,2017-06-30,Keeper,22.0,"500,000 €",Italy,37
956,"Albano Bizzarri
A. Bizzarri",1977-11-09,2017-06-30,Keeper,31.0,"200,000 €",Argentina,37
957,"Gabriele Aldegani
G. Aldegani",1976-05-10,2017-06-30,Keeper,12.0,"50,000 €",Italy,37
958,"Norbert Gyömber
N. Gyömber",1992-07-03,2017-06-30,Centre Back,37.0,"1,000,000 €",Slovakia,37
959,"Dario Zuparic
D. Zuparic",1992-05-03,2018-06-30,Centre Back,13.0,"700,000 €",Croatia,37
960,"Michele Fornasier
M. Fornasier",1993-08-22,2020-06-30,Centre Back,44.0,"700,000 €",Italy,37
961,"Andrea Coda
A. Coda",1985-04-25,2017-06-30,Centre Back,35.0,"200,000 €",Italy,37
962,"Hugo Campagnaro
H. Campagnaro",1980-06-27,2017-06-30,Centre Back,14.0,"100,000 €",Argentina,37
963,"Cristiano Biraghi
C. Biraghi",1992-09-01,2020-06-30,Left-Back,3.0,"2,500,000 €",Italy,37
964,"Alessandro Crescenzi
A. Crescenzi",1991-09-25,2019-06-30,Left-Back,2.0,"2,000,000 €",Italy,37
965,"Francesco Zampano
F. Zampano",1993-09-30,2020-06-30,Right-Back,11.0,"1,200,000 €",Italy,37
966,"Davide Vitturini
D. Vitturini",1997-02-21,2021-06-30,Right-Back,26.0,"650,000 €",Italy,37
967,"Leonardo Maloku
L. Maloku",1998-05-18,2021-06-30,Right-Back,23.0,"75,000 €",Albania,37
968,"Gastón Brugman
G. Brugman",1992-09-07,2019-06-30,Defensive Midfield,16.0,"1,200,000 €",Uruguay,37
969,"Alberto Aquilani
A. Aquilani",1984-07-07,2017-06-30,Central Midfield,20.0,"3,000,000 €",Italy,37
970,"Bryan Cristante
B. Cristante",1995-03-03,2017-06-30,Central Midfield,6.0,"2,500,000 €",Italy,37
971,"Ledian Memushaj
L. Memushaj",1986-12-07,2019-06-30,Central Midfield,8.0,"2,500,000 €",Albania,37
972,"Valerio Verre
V. Verre",1994-01-11,2020-06-30,Central Midfield,7.0,"2,400,000 €",Italy,37
973,"Ahmad Benali
A. Benali",1992-02-07,2019-06-30,Central Midfield,10.0,"1,200,000 €",Libya,37
974,"Alessandro Bruno
A. Bruno",1983-07-04,2017-06-30,Central Midfield,5.0,"100,000 €",Italy,37
975,"Alexandru Mitrita
A. Mitrita",1995-02-08,2019-06-30,Attacking Midfield,28.0,"700,000 €",Romania,37
976,"Ferdinando Del Sole
F. Del Sole",1998-01-17,2021-06-30,Attacking Midfield,98.0,"150,000 €",Italy,37
977,"Simone Pepe
S. Pepe",1983-08-30,2017-06-30,Right Wing,21.0,"500,000 €",Italy,37
978,"Jean-Christophe Bahebeck
J. Bahebeck",1993-05-01,2017-06-30,Left Wing,15.0,"2,500,000 €",France,37
979,"Robert Muric
R. Muric",1996-03-12,2017-06-30,Right Wing,30.0,"800,000 €",Croatia,37
980,"Gianluca Caprari
G. Caprari",1993-07-30,2017-06-30,Secondary Striker,17.0,"3,500,000 €",Italy,37
981,"Rey Manaj
Rey Manaj",1997-02-24,2017-06-30,Centre Forward,9.0,"1,000,000 €",Albania,37
982,"Stefano Pettinari
S. Pettinari",1992-01-27,2019-06-30,Centre Forward,18.0,"650,000 €",Italy,37
983,"Luigi Sepe
L. Sepe",1991-05-08,2019-06-30,Keeper,22.0,"3,000,000 €",Italy,38
984,"Pepe Reina
P. Reina",1982-08-31,2018-06-30,Keeper,25.0,"3,000,000 €",Spain,38
985,"Rafael
Rafael",1990-05-20,2018-06-30,Keeper,1.0,"2,000,000 €",Brazil,38
986,"Kalidou Koulibaly
K. Koulibaly",1991-06-20,2019-06-30,Centre Back,26.0,"23,000,000 €",Senegal,38
987,"Raúl Albiol
R. Albiol",1985-09-04,2017-06-30,Centre Back,33.0,"8,500,000 €",Spain,38
988,"Lorenzo Tonelli
L. Tonelli",1990-01-17,2020-06-30,Centre Back,62.0,"8,500,000 €",Italy,38
989,"Nikola Maksimovi?
N. Maksimovi?",1991-11-25,2021-06-30,Centre Back,19.0,"7,000,000 €",Serbia,38
990,"Vlad Chiriches
V. Chiriches",1989-11-14,2020-06-30,Centre Back,21.0,"5,500,000 €",Romania,38
991,"Igor Lasicki
I. Lasicki",1995-06-26,2017-06-30,Centre Back,95.0,"175,000 €",Poland,38
992,"Faouzi Ghoulam
F. Ghoulam",1991-02-01,2018-06-30,Left-Back,31.0,"13,000,000 €",Algeria,38
993,"Ivan Strinic
I. Strinic",1987-07-17,2019-06-30,Left-Back,3.0,"4,500,000 €",Croatia,38
994,"Elseid Hysaj
E. Hysaj",1994-02-02,2020-06-30,Right-Back,2.0,"13,000,000 €",Albania,38
995,"Christian Maggio
C. Maggio",1982-02-11,2018-06-30,Right-Back,11.0,"800,000 €",Italy,38
996,"Jorginho
Jorginho",1991-12-20,2020-06-30,Defensive Midfield,8.0,"20,000,000 €",Italy,38
997,"Amadou Diawara
A. Diawara",1997-07-17,2021-06-30,Defensive Midfield,42.0,"11,000,000 €",Guinea,38
998,"Marek Hamsik
M. Hamsik",1987-07-27,2020-06-30,Central Midfield,17.0,"38,000,000 €",Slovakia,38
999,"Allan
Allan",1991-01-08,2019-06-30,Central Midfield,5.0,"17,000,000 €",Brazil,38
1000,"Piotr Zielinski
P. Zielinski",1994-05-20,2021-06-30,Central Midfield,20.0,"12,000,000 €",Poland,38
1001,"Marko Rog
Marko Rog",1995-07-19,2017-06-30,Attacking Midfield,30.0,"6,000,000 €",Croatia,38
1002,"Omar El Kaddouri
O. El Kaddouri",1990-08-21,2017-06-30,Attacking Midfield,77.0,"5,000,000 €",Morocco,38
1003,"Emanuele Giaccherini
E. Giaccherini",1985-05-05,2019-06-30,Right Wing,4.0,"4,000,000 €",Italy,38
1004,"Lorenzo Insigne
L. Insigne",1991-06-04,2019-06-30,Left Wing,24.0,"25,000,000 €",Italy,38
1005,"Dries Mertens
D. Mertens",1987-05-06,2018-06-30,Left Wing,14.0,"16,000,000 €",Belgium,38
1006,"José Callejón
J. Callejón",1987-02-11,2020-06-30,Right Wing,7.0,"20,000,000 €",Spain,38
1007,"Roberto Insigne
R. Insigne",1994-05-11,2017-06-30,Right Wing,94.0,"900,000 €",Italy,38
1008,"Manolo Gabbiadini
M. Gabbiadini",1991-11-26,2019-06-30,Centre Forward,23.0,"17,000,000 €",Italy,38
1009,"Arkadiusz Milik
A. Milik",1994-02-28,2021-06-30,Centre Forward,99.0,"12,000,000 €",Poland,38
1010,"Marco Sportiello
M. Sportiello",1992-05-10,2020-06-30,Keeper,57.0,"10,000,000 €",Italy,39
1011,"Etrit Berisha
E. Berisha",1989-03-10,2017-06-30,Keeper,1.0,"3,500,000 €",Albania,39
1012,"Davide Bassi
D. Bassi",1985-04-12,2017-06-30,Keeper,30.0,"700,000 €",Italy,39
1013,"Stefano Mazzini
S. Mazzini",1998-12-06,,Keeper,47.0,"75,000 €",Italy,39
1014,"Rafael Tolói
R. Tolói",1990-10-10,2018-06-30,Centre Back,3.0,"4,000,000 €",Brazil,39
1015,"Ervin Zukanovic
E. Zukanovic",1987-02-11,2017-06-30,Centre Back,6.0,"3,800,000 €",Bosnia-Herzegovina,39
1016,"Andrea Masiello
A. Masiello",1986-02-05,2018-06-30,Centre Back,5.0,"1,000,000 €",Italy,39
1017,"Mattia Caldara
M. Caldara",1994-05-05,2021-06-30,Centre Back,13.0,"1,000,000 €",Italy,39
1018,"Emanuele Suagher
E. Suagher",1992-11-26,2020-06-30,Centre Back,23.0,"800,000 €",Italy,39
1019,"Guglielmo Stendardo
G. Stendardo",1981-05-06,2017-06-30,Centre Back,2.0,"400,000 €",Italy,39
1020,"Boukary Dramé
B. Dramé",1985-07-22,2018-06-30,Left-Back,93.0,"2,000,000 €",Senegal,39
1021,"Andrea Conti
A. Conti",1994-03-02,2021-06-30,Right-Back,24.0,"1,000,000 €",Italy,39
1022,"Abdoulay Konko
A. Konko",1984-03-09,2017-06-30,Right-Back,25.0,"900,000 €",France,39
1023,"Franck Kessié
F. Kessié",1996-12-19,2021-06-30,Defensive Midfield,19.0,"4,000,000 €",Cote d'Ivoire,39
1024,"Jasmin Kurtic
J. Kurtic",1989-01-10,2019-06-30,Central Midfield,27.0,"4,000,000 €",Slovenia,39
1025,"Alberto Grassi
A. Grassi",1995-03-07,2017-06-30,Central Midfield,88.0,"4,000,000 €",Italy,39
1026,"Remo Freuler
R. Freuler",1992-04-15,2019-06-30,Central Midfield,11.0,"2,000,000 €",Switzerland,39
1027,"Carlos Carmona
C. Carmona",1987-02-21,2018-06-30,Central Midfield,17.0,"2,000,000 €",Chile,39
1028,"Roberto Gagliardini
R. Gagliardini",1994-04-07,2021-06-30,Central Midfield,4.0,"700,000 €",Italy,39
1029,"Giulio Migliaccio
G. Migliaccio",1981-06-23,2017-06-30,Central Midfield,8.0,"300,000 €",Italy,39
1030,"Cristian Raimondi
C. Raimondi",1981-04-30,2017-06-30,Right Midfield,77.0,"100,000 €",Italy,39
1031,"Leonardo Spinazzola
L. Spinazzola",1993-03-25,2018-06-30,Left Midfield,37.0,"900,000 €",Italy,39
1032,"Alejandro Gómez
A. Gómez",1988-02-15,2020-06-30,Left Wing,10.0,"9,000,000 €",Argentina,39
1033,"Bryan Cabezas
B. Cabezas",1997-03-20,2021-06-30,Left Wing,52.0,"1,200,000 €",Ecuador,39
1034,"Marco D'Alessandro
M. D'Alessandro",1991-02-17,2019-06-30,Right Wing,7.0,"1,500,000 €",Italy,39
1035,"Alberto Paloschi
A. Paloschi",1990-01-04,2021-06-30,Centre Forward,43.0,"6,000,000 €",Italy,39
1036,"Aleksandar Pesic
A. Pesic",1992-05-21,2017-06-30,Centre Forward,9.0,"1,500,000 €",Serbia,39
1037,"Mauricio Pinilla
M. Pinilla",1984-02-04,2017-06-30,Centre Forward,51.0,"1,500,000 €",Chile,39
1038,"Andrea Petagna
A. Petagna",1995-06-30,2020-06-30,Centre Forward,29.0,"600,000 €",Italy,39
1039,"Federico Marchetti
F. Marchetti",1983-02-07,2018-06-30,Keeper,22.0,"4,000,000 €",Italy,40
1040,"Ivan Vargic
I. Vargic",1987-03-15,2020-06-30,Keeper,55.0,"1,750,000 €",Croatia,40
1041,"Thomas Strakosha
T. Strakosha",1995-03-19,2019-06-30,Keeper,1.0,"300,000 €",Albania,40
1042,"Stefan de Vrij
S. de Vrij",1992-02-05,2018-06-30,Centre Back,3.0,"16,000,000 €",Netherlands,40
1043,"Wallace
Wallace",1994-10-14,2021-06-30,Centre Back,13.0,"6,000,000 €",Brazil,40
1044,"Bastos
Bastos",1991-11-23,2020-06-30,Centre Back,15.0,"5,000,000 €",Angola,40
1045,"Wesley Hoedt
W. Hoedt",1994-03-06,2019-06-30,Centre Back,2.0,"3,500,000 €",Netherlands,40
1046,"Franjo Prce
F. Prce",1996-01-07,2019-06-30,Centre Back,44.0,"125,000 €",Croatia,40
1047,"Stefan Radu
S. Radu",1986-10-22,2020-06-30,Left-Back,26.0,"6,000,000 €",Romania,40
1048,"Jordan Lukaku
J. Lukaku",1994-07-25,2019-06-30,Left-Back,6.0,"4,000,000 €",Belgium,40
1049,"Vinícius
Vinícius",1993-03-07,2017-06-30,Left-Back,28.0,"500,000 €",Brazil,40
1050,"Dusan Basta
D. Basta",1984-08-18,2019-06-30,Right-Back,8.0,"4,000,000 €",Serbia,40
1051,"Patric
Patric",1993-04-17,2019-06-30,Right-Back,4.0,"800,000 €",Spain,40
1052,"Lucas Biglia
L. Biglia",1986-01-30,2018-06-30,Defensive Midfield,20.0,"20,000,000 €",Argentina,40
1053,"Sergej Milinkovic-Savic
S. Milinkovic-Savic",1995-02-27,2020-06-30,Central Midfield,21.0,"9,000,000 €",Serbia,40
1054,"Marco Parolo
M. Parolo",1985-01-25,2019-06-30,Central Midfield,16.0,"7,000,000 €",Italy,40
